image,cot
brisc2025_test_00028_gl_ax_t1,"Texture: Predominantly heterogeneous, relatively hyperintense solid lesion with mild internal signal variation; minimal noise.  
Boundary: Largely well-circumscribed with a sharp interface to adjacent parenchyma, but focal indistinct margin where it abuts enhancing cortex/vascular structures, creating moderate contrast ambiguity.  
Context: Adjacent cortical gray matter and enhancing dural/vascular structures can mimic lesion enhancement and confuse margins.  
Summary: Heterogeneous hyperintense extra-axial–appearing mass with mostly sharp but focally indistinct borders near enhancing cortex/vessels."
brisc2025_test_00029_gl_ax_t1,"Texture: Heterogeneous, mixed signal intensity with mild intralesional variation; low noise overall.  
Boundary: Partly well-circumscribed but with indistinct/blurred margins where it blends with adjacent brain parenchyma; local contrast variability.  
Context: Adjacent cortex/white matter and possible vasogenic edema can mimic lesion signal, risking over-segmentation into surrounding parenchyma.  
Summary: Heterogeneous intracranial mass with partially indistinct margins and edema-like surrounding signal that reduces lesion–parenchyma contrast."
brisc2025_test_00030_gl_ax_t1,"Texture: Predominantly homogeneous, contrast-enhancing soft-tissue signal with mild internal heterogeneity; minimal noise.  
Boundary: Generally well-circumscribed with a relatively sharp interface to adjacent brain; slight partial-volume blurring at the periphery.  
Context: Adjacent cortical gray matter/dura and enhancing venous structures can mimic lesion signal and confuse margins.  
Summary: Small, fairly well-defined enhancing lesion with subtle peripheral blur near cortex/dura and vessels, making edge delineation challenging."
brisc2025_test_00031_gl_ax_t1,"Texture: Heterogeneous, predominantly hyperintense soft-tissue signal with mild internal mottling/necrotic-appearing heterogeneity; minimal noise.  
Boundary: Partly well-circumscribed but with focal indistinct margins where it blends with adjacent parenchyma; moderate contrast but uneven interface.  
Context: Abuts deep gray nuclei/white matter and periventricular structures; nearby vessels/CSF spaces can mimic enhancing tumor or edema.  
Summary: Heterogeneous hyperintense intracranial mass with partially ill-defined margins adjacent to ventricular/vascular structures, making tumor–edema/CSF separation challenging."
brisc2025_test_00032_gl_ax_t1,"Texture: Heterogeneous intra-axial mass with mixed signal intensity and mild internal granularity; background parenchyma relatively uniform.  
Boundary: Predominantly irregular, partially ill-defined margins with areas of low contrast blending into adjacent brain; local mass effect may obscure edges.  
Context: Adjacent CSF spaces/ventricular contour and enhancing cortical/vascular structures can mimic lesion signal, risking over-segmentation.  
Summary: Irregular heterogeneous brain tumor with partially indistinct margins near CSF/vessels, making boundary delineation challenging."
brisc2025_test_00033_gl_ax_t1,"Texture: Heterogeneous, mildly hyperintense enhancing mass with internal mottled signal; low–moderate noise.  
Boundary: Partly well-circumscribed but locally indistinct margins with subtle contrast to adjacent cortex/white matter; enhancement creates sharp rim segments.  
Context: Adjacent enhancing cortical veins/dural enhancement may mimic tumor margins; nearby gray–white junction can reduce conspicuity.  
Summary: Heterogeneously enhancing lesion with partially blurred interface near enhancing vessels, making edge delineation challenging."
brisc2025_test_00034_gl_ax_t1,"Texture: Predominantly heterogeneous, mildly noisy; lesion shows mixed signal intensity with small clustered foci.  
Boundary: Largely indistinct/partially blurred margins with low contrast against adjacent brain parenchyma; subtle enhancement-like areas.  
Context: Nearby normal vascular structures and cortical sulci can mimic small enhancing foci; CSF spaces may confound edges.  
Summary: Heterogeneous intra-axial lesion with low-contrast, partly ill-defined margins and vessel-adjacent foci that complicate segmentation."
brisc2025_test_00035_gl_ax_t1,"Texture: Predominantly heterogeneous with mixed signal intensity and mild intralesional mottling; limited background noise.  
Boundary: Partly well-circumscribed but with segments of indistinct, low-contrast margins blending into adjacent brain parenchyma.  
Context: Adjacent CSF spaces/ventricular margins and nearby enhancing vessels may mimic lesion signal and confuse borders.  
Summary: Heterogeneous intra-axial lesion with partially ill-defined margins near CSF spaces/vessels, making edge delineation challenging."
brisc2025_test_00036_gl_ax_t1,"Texture: Mildly heterogeneous, predominantly hyperintense enhancement with subtle internal signal variation; low noise.  
Boundary: Partially well-circumscribed but with mildly indistinct margins and moderate contrast to adjacent cortex; slight blurring from partial-volume effects.  
Context: Adjacent enhancing cortical/meningeal vessels and normal gyral enhancement may mimic or obscure tumor margins.  
Summary: Enhancing, mildly heterogeneous lesion with somewhat indistinct margins near vascular/meningeal enhancement, making edge delineation challenging."
brisc2025_test_00037_gl_ax_t1,"Texture: Predominantly heterogeneous with mixed solid/cystic appearance; mild background MRI grain.  
Boundary: Largely well-circumscribed with a relatively sharp margin, but partial indistinct interface where signal blends with adjacent cortex/edema causing local low contrast.  
Context: Adjacent sulci/CSF spaces and enhancing cortical vessels can mimic lesion margins; nearby smaller enhancing focus may be confused with vessel or satellite lesion.  
Summary: Heterogeneous mass with mostly sharp yet locally indistinct margins and potential confusion with cortical/CSF interfaces and vessels."
brisc2025_test_00038_gl_ax_t1,"Texture: Predominantly heterogeneous, mixed signal intensity with internal necrotic/cystic-appearing components; mild background grain/noise.  
Boundary: Partly irregular with segments of indistinct, low-contrast interface against adjacent brain parenchyma; enhancing rim appears sharper than inner margin.  
Context: Adjacent normal cortex/white matter and nearby vessels/CSF spaces can mimic similar intensities and complicate delineation of infiltrative edges.  
Summary: Heterogeneous enhancing mass with irregular partly indistinct margins and internal necrosis, challenging to separate from adjacent parenchyma and vascular/CSF structures."
brisc2025_test_00039_gl_ax_t1,"Texture: Heterogeneous, predominantly hyperintense solid-appearing mass with mild internal signal variation; minimal noise.  
Boundary: Partly well-circumscribed but with locally indistinct/blurred margins and moderate contrast against adjacent parenchyma.  
Context: Adjacent normal gray–white matter interfaces and periventricular structures may have similar intensity, risking confusion with edema or cortical signal.  
Summary: Heterogeneously hyperintense intra-axial lesion with partially ill-defined margins blending with surrounding brain tissue."
brisc2025_test_00040_gl_ax_t1,"Texture: Heterogeneous, predominantly hyperintense enhancing mass with mild internal nonenhancing/necrotic-appearing areas; minimal noise.  
Boundary: Partly well-defined extra-axial–appearing margin against CSF/dura but indistinct interface with adjacent cortex; moderate contrast variation from adjacent enhancing vessels.  
Context: Adjacent cortical veins/meningeal enhancement and calvarial/dural signal can mimic lesion enhancement and confuse tumor–dura separation.  
Summary: Heterogeneously enhancing mass with mixed sharp and infiltrative margins near enhancing dural/vascular structures complicating segmentation."
brisc2025_test_00041_gl_ax_t1,"Texture: Predominantly heterogeneous soft-tissue signal with mild internal nonuniformity; minimal noise.  
Boundary: Partially well-circumscribed but with segments of indistinct/blurred margin and low contrast against adjacent cortex/white matter.  
Context: Adjacent enhancing cortical veins/dural surface and surrounding edematous-appearing parenchyma may mimic lesion signal and confound edges.  
Summary: Heterogeneous intra-axial mass with partly ill-defined margins blending with parenchyma near vascular/dural structures, making precise contouring difficult."
brisc2025_test_00042_gl_ax_t1,"Texture: Predominantly heterogeneous soft-tissue signal with mild internal mottling; minimal noise.  
Boundary: Margins partially ill-defined with subtle blending into adjacent cortex; contrast against brain parenchyma is moderate rather than crisp.  
Context: Adjacent enhancing cortical/meningeal structures and vessels can mimic lesion signal and confuse separation.  
Summary: Heterogeneous enhancing-appearing lesion with partly indistinct margins near vascular/meningeal structures, making edge delineation challenging."
brisc2025_test_00043_gl_ax_t1,"Texture: Predominantly heterogeneous, mildly noisy, with mixed signal intensity suggesting solid component and possible edema/necrosis.  
Boundary: Largely irregular with partially indistinct margins; contrast with adjacent parenchyma is variable, with some blurred interfaces.  
Context: Adjacent normal cortex/white matter and sulcal vessels can mimic enhancing tissue; mass effect may distort nearby anatomy.  
Summary: Irregular heterogeneous intracranial lesion with partly ill-defined margins and variable parenchymal contrast near vessels, complicating segmentation."
brisc2025_test_00044_gl_ax_t1,"Texture: Heterogeneous ring-enhancing appearance with a relatively hypointense central core; mild background noise.  
Boundary: Outer rim is fairly sharp, but the inner margin is irregular; partial low-contrast interface with adjacent brain parenchyma/edema.  
Context: Surrounded by cortical/subcortical tissue and vessels/dura that can show similar enhancement, potentially confusing the rim.  
Summary: Heterogeneous ring-enhancing intracranial lesion with irregular inner margins and subtle blending with surrounding enhancing structures."
brisc2025_test_00045_gl_ax_t1,"Texture: Predominantly heterogeneous, mildly noisy with mixed signal intensity suggesting necrosis/cystic change.  
Boundary: Partly well-defined but with segments of indistinct, low-contrast margins blending into adjacent brain parenchyma.  
Context: Adjacent brainstem/cerebellar structures and CSF spaces have similar intensity, risking confusion with edema and normal tissue interfaces.  
Summary: Heterogeneous mixed-signal mass with partially ill-defined margins abutting complex posterior fossa anatomy and CSF, making edge delineation difficult."
brisc2025_test_00046_gl_ax_t1,"Texture: Predominantly heterogeneous, solid-appearing with mild internal intensity variation; minimal noise.  
Boundary: Largely well-circumscribed with regions of indistinct/blurred margin against adjacent cortex; moderate contrast.  
Context: Adjacent enhancing cortical/parenchymal tissue and nearby intracranial vessels can mimic lesion signal and confound edges.  
Summary: Heterogeneously hyperintense mass with mostly sharp but partially ill-defined margins near enhancing brain parenchyma/vessels."
brisc2025_test_00047_gl_ax_t1,"Texture: Predominantly heterogeneous solid lesion with mixed signal intensity and mild internal nonuniformity; low-level background noise.  
Boundary: Margins partly indistinct with mild blur/low contrast against adjacent brain parenchyma; no clear capsule.  
Context: Adjacent cortical/juxtaventricular white matter and nearby sulcal vessels can mimic enhancing tissue and confuse borders.  
Summary: Heterogeneous intra-axial mass with partially ill-defined margins and vessel-adjacent contrast that complicates segmentation."
brisc2025_test_00048_gl_ax_t1,"Texture: Predominantly heterogeneous, mildly hyperintense soft-tissue signal with subtle internal variability; low noise overall.  
Boundary: Partly indistinct margins with mild blur/low contrast against adjacent cortex and sulcal CSF; not spiculated.  
Context: Adjacent dura/inner table and cortical vessels can appear similar in intensity, risking confusion with extra-axial enhancement or venous structures.  
Summary: Heterogeneously enhancing cortical-based lesion with partially ill-defined, low-contrast margins near dura/vessels, making precise delineation challenging."
brisc2025_test_00049_gl_ax_t1,"Texture: Predominantly heterogeneous solid lesion with relatively homogeneous central signal; mild background noise.  
Boundary: Partly well-defined but with mildly indistinct margins and variable contrast against adjacent brainstem/parenchyma.  
Context: Adjacent to skull base structures, CSF spaces, and vascular flow-voids/enhancing vessels that can mimic or obscure tumor margins.  
Summary: Heterogeneous skull-base/brainstem-adjacent mass with partially blurred borders and confounding nearby CSF and vessels, making precise delineation challenging."
brisc2025_test_00050_gl_ax_t1,"Texture: Mildly heterogeneous, T1 hypointense lesion without obvious necrosis; low noise.  
Boundary: Margins are somewhat indistinct/blurred with low contrast against adjacent gray matter; partial-volume effects present.  
Context: Adjacent basal ganglia/thalami and ventricular margins have similar signal, potentially confusing for segmentation.  
Summary: Subtle T1 hypointense, mildly heterogeneous lesion with low-contrast, ill-defined borders near deep gray structures and ventricles."
brisc2025_test_00051_gl_ax_t1,"Texture: Predominantly heterogeneous, mildly noisy; mixed signal intensity with internal nonuniformity.  
Boundary: Irregular, partly indistinct margins with areas of low contrast against adjacent brain parenchyma; some sharper segments.  
Context: Adjacent cortical gray/white matter interfaces and enhancing vessels/sulci may mimic lesion signal and confuse edge definition.  
Summary: Heterogeneous irregular intracranial mass with partially indistinct low-contrast borders near cortical structures and vessels, challenging precise delineation."
brisc2025_test_00052_gl_ax_t1,"Texture: Predominantly heterogeneous, relatively hyperintense compared with adjacent brain, with mild internal signal variability; low image noise.  
Boundary: Mostly well-circumscribed but partially indistinct where it abuts enhancing dura/adjacent cortex; local contrast can be reduced by enhancement of nearby structures.  
Context: Adjacent skull base/temporal lobe, dura, and enhancing venous structures can mimic lesion signal and confuse margins.  
Summary: Heterogeneously hyperintense, partially dural-apposed mass with segments of blurred interface near enhancing soft tissues/vessels, making precise contouring challenging."
brisc2025_test_00053_gl_ax_t1,"Texture: Mildly heterogeneous signal with subtle internal stranding; low noise.
Boundary: Partly indistinct margins with low contrast against adjacent brain parenchyma; no clear capsule.
Context: Adjacent enhancing vessels/dura and normal gray–white interfaces can mimic lesion signal and confuse separation.
Summary: Subtly heterogeneous intra-axial lesion with partially ill-defined, low-contrast borders near vessels and parenchymal interfaces."
brisc2025_test_00054_gl_ax_t1,"Texture: Predominantly heterogeneous with mixed signal intensity; mild background noise/smoothing typical of post-contrast MRI.  
Boundary: Partly well-defined but with irregular, mildly indistinct margins; local low contrast against adjacent cortex/white matter may cause leakage.  
Context: Adjacent normal gray–white matter interfaces and CSF spaces can mimic lesion signal; nearby sulci/vessels may enhance and confuse edges.  
Summary: Irregular heterogeneous intra-axial mass with partially indistinct margins blending with parenchyma near CSF/vessels, making precise contouring challenging."
brisc2025_test_00055_gl_ax_t1,"Texture: Predominantly heterogeneous soft-tissue signal with relatively homogeneous internal portions; minimal noise.
Boundary: Lobulated mass with partially well-defined outer margin but segments show indistinct transition to adjacent brain/CSF, suggesting low local contrast.
Context: Adjacent skull base, temporal lobe, cerebellopontine angle cistern, and nearby vessels/CSF spaces can mimic similar intensity and confound separation.
Summary: Heterogeneous lobulated extra-axial–appearing mass with partly indistinct margins near CSF spaces and skull base structures, making boundary delineation challenging."
brisc2025_test_00056_gl_ax_t1,"Texture: Mildly heterogeneous, predominantly hypointense mass with subtle internal signal variation; low noise.  
Boundary: Partly indistinct, with mildly blurred margins and low lesion-to-parenchyma contrast in areas.  
Context: Adjacent cortical gray matter and nearby sulci/CSF spaces can mimic margins due to similar intensity.  
Summary: Subtly heterogeneous hypointense cortical-based lesion with partially ill-defined edges blending with surrounding brain and sulcal structures."
brisc2025_test_00057_gl_ax_t1,"Texture: Mildly heterogeneous, predominantly hypointense-to-isointense compared with adjacent cortex; minimal internal noise.  
Boundary: Partially indistinct/ill-defined margins with subtle contrast against surrounding brain parenchyma, making edge detection difficult.  
Context: Adjacent gray–white matter interfaces and sulcal/vascular structures have similar signal and can be mistaken for lesion extension.  
Summary: Subtly heterogeneous intra-axial lesion with low-contrast, partly blurry borders near complex cortical anatomy and vessels."
brisc2025_test_00058_gl_ax_t1,"Texture: Heterogeneous signal with mixed hypo-/isointense components and mild internal granularity; background brain relatively homogeneous, low noise.  
Boundary: Partly ill-defined margins with subtle contrast against adjacent cortex/white matter, suggesting infiltrative interface rather than a sharp capsule.  
Context: Adjacent sulci/CSF spaces and normal gray–white differentiation can mimic lesion signal, risking partial-volume confusion.  
Summary: Heterogeneous parenchymal mass with partially indistinct, low-contrast borders near CSF spaces and cortical structures, complicating precise segmentation."
brisc2025_test_00059_gl_ax_t1,"Texture: Predominantly homogeneous soft-tissue signal with mild internal heterogeneity; low visible noise.  
Boundary: Largely well-circumscribed with a moderately sharp interface, but portions show slightly indistinct margins due to similar signal intensity to adjacent parenchyma.  
Context: Surrounded by normal brain structures and vascular/CSF spaces that can have comparable intensity, risking partial-volume confusion.  
Summary: Relatively homogeneous intracranial mass with mostly sharp margins but focal low-contrast blending against adjacent brain and nearby vessels/CSF."
brisc2025_test_00060_gl_ax_t1,"Texture: Predominantly heterogeneous signal with mixed hypo-/isointense areas and mild internal mottling; not markedly noisy.  
Boundary: Margins partly indistinct with blurred interface to adjacent cerebellar parenchyma; moderate contrast but local edge ambiguity.  
Context: Located in posterior fossa near brainstem/cerebellar peduncles and CSF spaces, where partial-volume with CSF and adjacent gray/white matter can mimic lesion signal.  
Summary: Heterogeneous posterior fossa mass with partially ill-defined margins and potential confusion with adjacent cerebellar/CSF interfaces."
brisc2025_test_00061_gl_ax_t1,"Texture: Heterogeneous signal with mixed hypo-/hyperintense components; mild background noise.  
Boundary: Partially well-circumscribed but with areas of indistinct margin and low contrast against adjacent parenchyma; possible partial-volume blurring.  
Context: Adjacent brainstem/cerebellar structures and nearby vascular/CSF spaces can mimic enhancing tumor components.  
Summary: Heterogeneous intracranial lesion with partly ill-defined margins and low-contrast interfaces near complex neurovascular/CSF anatomy, complicating segmentation."
